Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.People,Serious.Fatal.Injuries,Serious.Fatal.Rate,Aircraft.Destroyed,Serious.Fatal,Injury.Rate,Destroyed
20161122X12427,Accident,WPR17FA025,2016-11-22,"Upland, CA",United States,CCB,CABLE,Fatal,Substantial,Airplane,N6912C,PIPER,PA 28-181,No,1.0,Reciprocating,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain clearance from rising terrain in dark night conditions, which resulted in controlled flight into terrain.",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20161129X20345,Accident,ERA17LA063,2016-11-22,"Bluefield, WV",United States,BLF,MERCER COUNTY,Non-Fatal,Substantial,Airplane,N217CE,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain directional control during the aborted takeoff.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20161129X63442,Accident,ANC17LA007,2016-11-22,"Bethel, AK",United States,,,Non-Fatal,Substantial,Airplane,N83641,PIPER,PA-18,No,1.0,Reciprocating,,Aerial Observation,BROOKS FLYERS LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The mechanic's failure to install a whistle slot in the engine breather tube, which resulted in a frozen tube, displacement of the crankshaft oil seal, a loss of oil, and smoke in the cockpit, which led to a forced landing.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20161125X12648,Accident,ERA17LA057,2016-11-23,"Columbus, GA",United States,CSG,Columbus Airport,Non-Fatal,Substantial,Airplane,N41565,PIPER,PA28,No,1.0,Reciprocating,,Instructional,,0.0,0.0,0.0,2.0,VMC,Unknown,A total loss of engine power during initial climb for reasons that could not be determined because postaccident examination of the airframe and engine revealed no evidence of any anomalies that would have precluded normal operation.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20161128X83501,Accident,CEN17LA043,2016-11-23,"Moorhead, MN",United States,JKJ,Moorhead Municipal Airport,Non-Fatal,Substantial,Airplane,N80RT,BEECH,200,No,2.0,Turbo Prop,NSCH,Unknown,"Flight Development, LLC",0.0,3.0,0.0,4.0,IMC,Unknown,"The pilot's failure to attain a positive climb rate during an attempted missed approach in night instrument meteorological conditions that were at/near approach minimums, which resulted in controlled flight into terrain.",25-09-2020,7.0,3.0,0.42857142857142855,False,3.0,0.42857142857142855,False
20161129X72258,Accident,CEN17LA044,2016-11-23,"Bridgeport, TX",United States,XBP,Bridgeport Muni,Non-Fatal,Substantial,Airplane,N7392Q,CESSNA,182P,No,1.0,Reciprocating,,Personal,,0.0,1.0,1.0,0.0,VMC,Unknown,"The pilot's failure to properly position the fuel selector before takeoff, which resulted a total loss of engine power due to fuel starvation.",25-09-2020,1.0,1.0,0.5,False,1.0,1.0,False
20161214X32217,Accident,WPR17LA038,2016-11-24,"Safford, AZ",United States,SAD,SAFFORD RGNL,Non-Fatal,Substantial,Airplane,N6077B,CESSNA,182A,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,4.0,VMC,Unknown,"The total loss of engine power due to the failure of the No. 5 piston, piston pin, or connecting rod assembly for reasons that could not be determined due to the severity of the post fracture damage. ",25-09-2020,4.0,0.0,0.0,False,0.0,0.0,False
20161125X72838,Accident,WPR17FA029,2016-11-25,"Glamis, CA",United States,,,Fatal,Substantial,Airplane,N88373,BELLANCA,7GCAA,No,1.0,Reciprocating,,Personal,,1.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's improper decision to attempt a downwind landing and his failure to maintain adequate airspeed while maneuvering during a go-around and subsequent landing attempt, which resulted in exceedance of the airplane's critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilot's inadequately controlled depression, which impaired his decision-making.",25-09-2020,1.0,1.0,0.5,False,1.0,1.0,False
20170123X34257,Accident,GAA17CA120,2016-11-27,"St. Louis, MO",United States,1H0,CREVE COEUR,Non-Fatal,Substantial,Airplane,N56809,PIPER,PA28,No,1.0,Reciprocating,,Instructional,Gateway Flight Training LLC.,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper landing flare, which resulted in a bounced landing.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161130X21828,Incident,GAA17IA083,2016-11-29,"Salinas, CA",United States,SNS,SALINAS MUNI,Non-Fatal,Minor,Airplane,N22AF,CESSNA,560,No,2.0,Turbo Fan,,Personal,BILL MASSA CO INC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain clearance from a parked helicopter.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161205X55358,Accident,GAA17CA089,2016-12-02,"Thomson, GA",United States,HQU,THOMSON-MCDUFFIE COUNTY,Non-Fatal,Substantial,Airplane,N2367R,PIPER,PA 28,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots improper preflight planning, which resulted in fuel exhaustion and the total loss of engine power. 
",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20170215X13456,Accident,GAA17CA139,2016-12-02,"Midland, VA",United States,HWY,WARRENTON-FAUQUIER,Non-Fatal,Substantial,Airplane,N4149R,PIPER,PA46,No,1.0,Turbo Prop,,Instructional,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots improper landing flare and subsequent hard landing while demonstrating a short-field landing and the flight instructors delayed remedial action.
",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20171012X93230,Incident,DCA17WA219,2016-12-02,"Nagpur, India",India,,,Non-Fatal,,Airplane,VT-JFP,BOEING,737,No,1.0,Unknown,SCHD,Unknown,,0.0,0.0,0.0,200.0,Unknown,Unknown,,25-09-2020,200.0,0.0,0.0,False,0.0,0.0,False
20161208X45131,Accident,DCA17WA035,2016-12-04,"Lajes Terceira Island, Portugal",Portugal,,,Non-Fatal,,Airplane,A7-BAN,BOEING,777,No,1.0,Unknown,,Unknown,Qatar Airways,0.0,0.0,5.0,351.0,Unknown,Unknown,,25-09-2020,351.0,0.0,0.0,False,0.0,0.0,False
20161208X12003,Accident,GAA17CA091,2016-12-05,"Martinsville, VA",United States,MTV,BLUE RIDGE,Non-Fatal,Substantial,Airplane,N9002A,CESSNA,170,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170322X15909,Accident,CEN17LA136,2016-12-05,"Port Aransas, TX",United States,CRP,CORPUS CHRISTI INTL,Non-Fatal,Substantial,Airplane,N75WL,CESSNA,550,No,2.0,Turbo Fan,,Positioning,D C AVIATION LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"An in-flight collision with multiple birds, which resulted in separation of the right engine's fan rotor and subsequent total loss of power of the right engine.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161221X74130,Incident,DCA17WA045,2016-12-06,"Darwin, Australia",Australia,,,,Minor,Airplane,VH-VUI,BOEING,737,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20161207X11223,Accident,ANC17FA009,2016-12-07,"Fairbanks, AK",United States,,,Fatal,Substantial,Airplane,N88452,BELLANCA,7GCBC,No,1.0,Reciprocating,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's operation of the airplane at an altitude that was too low to allow for recovery from an intentional aerodynamic stall, which resulted in an impact with terrain. Contributing to the accident were the pilot's inability to recognize altitude deviations during slow flight due to the sun glare and the pilot's lack of knowledge of the stall performance characteristics of the airplane modified with vortex generators due to the lack of information from the manufacturer. 

 
",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20161208X92208,Accident,CEN17WA051,2016-12-07,"Alsace, France",France,LFSB,Bale-Mulhouse Airport,Fatal,Destroyed,Airplane,HB-LSD,PIPER,PA-34-200T,No,2.0,Reciprocating,,Unknown,,1.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,1.0,1.0,1.0,True,1.0,1.0,True
20161209X24520,Accident,ANC17FA010,2016-12-07,"Port Alsworth, AK",United States,TPO,PORT ALSWORTH,Fatal,Substantial,Airplane,N8648N,PIPER,PA 28-180,No,1.0,Reciprocating,,Personal,,4.0,0.0,0.0,0.0,VMC,Unknown,Undetermined due to a lack of physical evidence.,25-09-2020,4.0,4.0,1.0,False,4.0,1.0,False
20161216X91529,Accident,ERA17LA069,2016-12-11,"Shoreham, NY",United States,,,Non-Fatal,Substantial,Airplane,N69286,BEECH,A36,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,A fatigue crack of the crankshaft at the No. 4 main bearing journal.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20161221X81720,Accident,GAA17CA097,2016-12-11,"Jacksonville, FL",United States,CRG,JACKSONVILLE EXECUTIVE AT CRAI,Non-Fatal,Substantial,Airplane,N195PC,CESSNA,195,No,1.0,Reciprocating,,Personal,CARDINAL 19PC LLC.,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots failure to see and avoid the stationary airplane during taxi.
",25-09-2020,3.0,0.0,0.0,False,0.0,0.0,False
20170612X22954,Accident,CEN17WA222,2016-12-11,"Ingenio La Cabana, Spain",Spain,,,Fatal,Substantial,Airplane,YS-332-PE,PIPER,PA38,No,1.0,Unknown,,Unknown,,2.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,2.0,2.0,1.0,False,2.0,1.0,False
20161212X35012,Accident,ERA17CA068,2016-12-12,"New Smyrna Beach, FL",United States,7FL6,SPRUCE CREEK,Non-Fatal,Substantial,Airplane,N776WM,BEECH,A36,No,1.0,Reciprocating,,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's inappropriate response to an emergency exit window opening in flight, which resulted in a loss of control, precautionary off-airport landing, and subsequent impact with trees. Contributing to the accident was the pilot's improper repair of the emergency exit window before the flight.",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20161212X85310,Accident,WPR17LA036,2016-12-12,"Mecca, CA",United States,,,Non-Fatal,Substantial,Airplane,N761SZ,CESSNA,T210M,No,1.0,Reciprocating,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The total loss of engine power due to fuel starvation during approach, which necessitated a gear-up landing on unsuitable terrain. ",06-05-2021,0.0,0.0,0.0,False,0.0,0.0,False
20170222X72740,Incident,DCA17WA065,2016-12-12,"Adelaide, Australia",Australia,,,Non-Fatal,,Airplane,UNK,BOEING,737,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,2.0,Unknown,Unknown,,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20170313X43118,Accident,DCA17WA078,2016-12-12,"Kabul, Afghanistan",Afghanistan,,,,Substantial,Airplane,JY-JAQ,BOEING,737,No,1.0,Unknown,,Unknown,Safi Airways,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20170109X55029,Accident,ERA17WA079,2016-12-13,"Primavera do Leste, Brazil",Brazil,,,Fatal,Destroyed,Airplane,PR-AJF,AIR TRACTOR,AT502,No,1.0,Turbo Prop,,Unknown,,1.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,1.0,1.0,1.0,True,1.0,1.0,True
20170222X20442,Accident,GAA17CA149,2016-12-13,"Palm Coast, FL",United States,FIN,FLAGLER EXECUTIVE,Non-Fatal,Substantial,Airplane,N3563K,PIPER,PA28,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain clearance from the taxiway sign.
",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161220X24626,Accident,GAA17CA096,2016-12-15,"Madisonville, TN",United States,MNV,MONROE COUNTY,Non-Fatal,Substantial,Airplane,N7646W,PIPER,PA28,No,1.0,Reciprocating,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots failure to maintain directional control during landing with a gusting crosswind.
",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170104X45517,Incident,OPS17IA010,2016-12-16,"Mt. Wilson, CA",United States,LAX,Los Angeles International Airp,,,Airplane,B-16726,BOEING,777,No,2.0,Unknown,SCHD,Unknown,EVA Air,0.0,0.0,0.0,0.0,IMC,Unknown,The incident was caused by the air traffic controller assigning the pilots a left turn instead of the required right turn after departure which placed the aircraft in an unsafe proximity with terrain and obstructions. Contributing to the incident was the air traffic controller's inadequate recovery technique during the development of the incident.,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20170110X44641,Accident,GAA17CA109,2016-12-16,"Kewanee, IL",United States,EZI,KEWANEE MUNI,Non-Fatal,Substantial,Airplane,N55484,PIPER,PA28R,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,IMC,Unknown,"The pilots failure to extend the landing gear during the approach to land.
",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20161219X82252,Accident,ERA17LA070,2016-12-17,"Ormond Beach, FL",United States,,,Non-Fatal,Substantial,Airplane,N410BC,BEECH,A36,No,1.0,Reciprocating,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's impairment by alcohol before and during the flight, which led to his improper fuel management and resulted in fuel exhaustion and a subsequent loss of engine power.",25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20170111X62303,Incident,DCA17WA054,2016-12-17,"Sydney, Australia",Australia,,,,,Airplane,ZK-TLK,BOEING,737,No,1.0,Unknown,NSCH,Unknown,,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20161219X24048,Accident,ERA17LA071,2016-12-19,"Palm Bay, FL",United States,,,Non-Fatal,Substantial,Airplane,N150EC,CESSNA,150,No,1.0,Reciprocating,,Instructional,Florida Institute of Technology,0.0,2.0,0.0,0.0,VMC,Unknown,"Unknown maintenance personnels improper routing of electrical wires in the engine compartment, which resulted in chafing and a subsequent in-flight fire.",25-09-2020,2.0,2.0,1.0,False,2.0,1.0,False
20161222X35640,Accident,GAA17CA098,2016-12-19,"Apple Valley, CA",United States,APV,APPLE VALLEY,Non-Fatal,Substantial,Airplane,N5954B,CESSNA,182,No,1.0,Reciprocating,,Personal,,0.0,1.0,1.0,0.0,VMC,Unknown,"The pilots mismanagement of the available fuel, which resulted in a loss of engine power and a subsequent hard, off-airport landing and nose-over. 
",25-09-2020,1.0,1.0,0.5,False,1.0,1.0,False
20161221X21120,Accident,CEN17LA059,2016-12-20,"Longville, MN",United States,XVG,LONGVILLE MUNI,Non-Fatal,Substantial,Airplane,N80RB,CESSNA,210,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The in-flight encounter with wind shear and gusting wind conditions, which resulted in a bounced landing and runway excursion.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161221X11609,Incident,ENG17WA007,2016-12-21,"Toronto, Canada",Canada,,,Non-Fatal,,Airplane,4X-EAM,BOEING,767,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,224.0,Unknown,Unknown,,25-09-2020,224.0,0.0,0.0,False,0.0,0.0,False
20161228X42814,Accident,GAA17CA103,2016-12-22,"Shreveport, LA",United States,DTN,SHREVEPORT DOWNTOWN,Non-Fatal,Substantial,Airplane,N9541W,PIPER,PA28,No,1.0,Reciprocating,,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilots inadequate compensation for crosswind conditions during the go-around, which resulted in a loss of airplane control.
",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20161223X22808,Accident,ERA17FA072,2016-12-23,"Middlebury, VT",United States,6B0,MIDDLEBURY STATE,Fatal,Substantial,Airplane,N31202,PIPER,PA28,No,1.0,Reciprocating,,Personal,PC AIR VENTURES LTD,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's improper decision to return to the airport following a partial or complete loss of engine power during takeoff initial climb and his failure to maintain sufficient airspeed while maneuvering, which resulted in exceedance of the critical angle of attack and an aerodynamic stall.",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20161227X70812,Accident,GAA17CA099,2016-12-23,"Hartford, CT",United States,HFD,HARTFORD-BRAINARD,Non-Fatal,Substantial,Airplane,N250YA,PIPER,PA38,No,1.0,Reciprocating,,Instructional,,0.0,1.0,0.0,0.0,VMC,Unknown,"The student pilots improper landing flare, which resulted in a bounced hard landing.
",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20161228X95551,Accident,GAA17CA100,2016-12-23,"Warren, MN",United States,D37,WARREN MUNI,Non-Fatal,Substantial,Airplane,N7961F,CESSNA,150,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The noncertificated pilots failure to maintain directional control during the landing, which resulted in a runway excursion. 
",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170112X34148,Accident,ERA17WA085,2016-12-23,"Tabatinga, Brazil",Brazil,SBTT,Tabatinga,Fatal,Destroyed,Airplane,PT-ICU,BEECH,58,No,1.0,Unknown,,Unknown,,3.0,1.0,0.0,0.0,Unk,Unknown,,25-09-2020,4.0,4.0,1.0,True,4.0,1.0,True
20161229X15542,Accident,GAA17CA104,2016-12-24,"Palm Coast, FL",United States,FIN,FLAGLER EXECUTIVE,Non-Fatal,Substantial,Airplane,N1289Y,CESSNA,172,No,1.0,Reciprocating,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots improper landing flare, which resulted in a hard landing and porpoise.
",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161230X95149,Incident,DCA17WA048,2016-12-25,"Addis Ababa, Ethiopia",Ethiopia,,,,Minor,Airplane,SU-GEA,BOEING,737,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20161227X03229,Accident,ERA17FA073,2016-12-26,"Gatlinburg, TN",United States,GKT,GATLINBURG-PIGEON FORGE,Fatal,Destroyed,Airplane,N1839X,CESSNA,182,No,1.0,Reciprocating,,Personal,,3.0,0.0,0.0,0.0,IMC,Unknown,"The non-instrument-rated pilot's intentional visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the accident was the pilot's established anti-authority attitude.",25-09-2020,3.0,3.0,1.0,True,3.0,1.0,True
20161227X00453,Accident,ERA17LA075,2016-12-27,"Bridgeport, AL",United States,,,Non-Fatal,Substantial,Airplane,N3772F,CESSNA,172,No,1.0,Reciprocating,,Personal,,0.0,1.0,1.0,0.0,VMC,Unknown,"The pilot's decision to make steep turns to the right while operating on the right fuel tank with low fuel quantity, which led to a loss of engine power due to unporting of the right fuel tank and fuel starvation.",25-09-2020,1.0,1.0,0.5,False,1.0,1.0,False
20161227X90219,Accident,DCA17WA047,2016-12-27,"Dabolim, Goa, India",India,,,Non-Fatal,Substantial,Airplane,VT-JBG,BOEING,737,No,1.0,Unknown,,Unknown,,0.0,10.0,0.0,151.0,Unknown,Unknown,,25-09-2020,161.0,10.0,0.062111801242236024,False,10.0,0.062111801242236024,False
20161228X11654,Accident,WPR17LA042,2016-12-27,"Willows, CA",United States,WLW,WILLOWS-GLENN COUNTY,Non-Fatal,Substantial,Airplane,N602L,AIR TRACTOR INC,AT 602,No,1.0,Turbo Prop,,Positioning,,0.0,0.0,0.0,1.0,VMC,Unknown,"The decision of the maintenance facility mechanic to conduct maintenance without reference to the applicable manufacturers guidance, which resulted in the improper reassembly and subsequent failure of the engine compressor bleed valve, which in turn prevented the engine from responding to further power demand at a critical phase of flight. Contributing to the accident was the failure of the maintenance facilitys director of maintenance to ensure that the overhaul was conducted properly and that the required post-maintenance test procedures were accomplished. ",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20161229X93022,Accident,CEN17LA062,2016-12-28,"Piedmont, MO",United States,,,Non-Fatal,Substantial,Airplane,N5499Z,PIPER,PA22,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots descent below glidepath, which resulted in the airplanes impact with power lines.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170330X01440,Incident,DCA17WA086,2016-12-29,"Bucharest, Romania",Romania,,,,,Airplane,YR-BAR,BOEING,737,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20170627X03851,Accident,DCA17WA146,2016-12-29,"Georgetown, Guyana",Guyana,,,,,Airplane,9Y-SXM,BOEING,737,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20161230X43442,Accident,ERA17LA077,2016-12-30,"Dunnellon, FL",United States,X35,MARION COUNTY,Non-Fatal,Substantial,Airplane,N6627U,BEECH,76,No,2.0,Reciprocating,,Instructional,CRYSTAL AERO GROUP INC,0.0,0.0,0.0,2.0,VMC,Unknown,"An inadequate 100-hour maintenance inspection that failed to detect and correct loose nuts on a single-drive dual magneto, which led to the subsequent separation of the magneto from the engine during initial climb and the total loss of engine power.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20161230X55950,Accident,WPR17FA044,2016-12-30,"Dabob, WA",United States,,,Fatal,Substantial,Airplane,N52388,CESSNA,182,No,1.0,Reciprocating,,Personal,,4.0,0.0,0.0,0.0,VMC,Unknown,"The non-instrument-rated pilot's decision to continue a night visual flight rules into instrument flight rules conditions, which resulted in spatial disorientation and a loss of airplane control. Contributing to the accident was the pilot's failure to obtain an official weather briefing.",25-09-2020,4.0,4.0,1.0,False,4.0,1.0,False
20161230X91745,Accident,CEN17FA072,2016-12-30,"Cleveland, OH",United States,BKL,Burke Lakefront,Fatal,Destroyed,Airplane,N614SB,CESSNA,525,No,2.0,Turbo Fan,,Personal,,6.0,0.0,0.0,0.0,VMC,Unknown,"Controlled flight into terrain due to pilot spatial disorientation.  Contributing to the accident was pilot fatigue, mode confusion related to the status of the autopilot, and negative learning transfer due to flight guidance panel and attitude indicator differences from the pilot's previous flight experience.",25-09-2020,6.0,6.0,1.0,True,6.0,1.0,True
20170111X63504,Incident,DCA17WA056,2016-12-30,"Paris, France",France,ORY,Paris Orly,,,Airplane,CN-ROJ,BOEING,737,No,1.0,Unknown,SCHD,Unknown,Royal Air Maroc,0.0,0.0,0.0,0.0,IMC,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20161231X24638,Accident,CEN17FA063,2016-12-31,"McKinney, TX",United States,T31,Aero Country Airport,Fatal,Destroyed,Airplane,N4407T,PIPER,PA28R,No,1.0,Reciprocating,,Personal,,3.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's use of an alternate traffic pattern entry procedure, which resulted in his inability to see and avoid the other airplane, which was flying the preferred traffic pattern, and the subsequent midair collision.",25-09-2020,3.0,3.0,1.0,True,3.0,1.0,True
20170105X04225,Accident,WPR17FAMS2,2016-12-31,"Open water, HI",United States,,,Fatal,Destroyed,Airplane,N174LL,CESSNA,172M,No,1.0,Reciprocating,,Personal,,3.0,0.0,0.0,0.0,VMC,Unknown,Undetermined because the airplane was not located.,03-11-2020,3.0,3.0,1.0,True,3.0,1.0,True
20170112X50410,Accident,ERA17WA086,2017-01-05,"Tangara da Serra, Brazil",Brazil,,,Fatal,Substantial,Airplane,PR-GRS,CESSNA,172,No,1.0,Unknown,,Unknown,,2.0,0.0,2.0,0.0,Unknown,Unknown,,25-09-2020,2.0,2.0,0.5,False,2.0,1.0,False
20170111X63040,Incident,DCA17WA055,2017-01-06,"Brisbane, Australia",Australia,,,,Minor,Airplane,VH-VUH,BOEING,737,No,1.0,Unknown,SCHD,Unknown,Virgin Australia,0.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,0.0,0.0,,False,0.0,0.0,False
20170119X13551,Accident,GAA17CA119,2017-01-06,"Lakeport, CA",United States,1O2,LAMPSON FIELD,,Substantial,Airplane,N8148T,CESSNA,175,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to secure the airplane before pulling the propeller through, which resulted in the airplane rolling and subsequently colliding with a parked airplane.",25-09-2020,0.0,0.0,,False,0.0,0.0,False
20170124X60408,Accident,CEN17LA082,2017-01-06,"Hobart, IN",United States,3HO,Hobart Sky Ranch,Non-Fatal,Substantial,Airplane,N80374,CESSNA,172M,No,1.0,Reciprocating,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's failure to abort the landing when he recognized the airplane was traveling too fast, which resulted in impact with trees off the end of the runway.",25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20170109X24157,Accident,WPR17LA051,2017-01-07,"Jackson, CA",United States,JAQ,WESTOVER FIELD AMADOR COUNTY,Non-Fatal,Substantial,Airplane,N71RC,CESSNA,421C,No,2.0,Turbo Prop,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The failure of the right main landing gear torque link bolt in overstress, which resulted in the collapse of the landing gear during the landing roll.

",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170110X52933,Accident,ERA17WA082,2017-01-07,"Michiragua, Colombia",Colombia,,,Fatal,,Airplane,HK714,CESSNA,A188,No,1.0,Unknown,,Unknown,Aerpsamodad Agrocp;a-ASA,1.0,0.0,0.0,0.0,Unknown,Unknown,,25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20170110X92555,Accident,CEN17LA073,2017-01-07,"Meeker, CO",United States,,,Non-Fatal,Substantial,Airplane,N5VK,CIRRUS,SR22,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,A partial loss of engine power due to fuel contamination from an undetermined source.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20170112X14656,Accident,GAA17CA111,2017-01-07,"Hollywood, FL",United States,HWO,NORTH PERRY,Non-Fatal,Substantial,Airplane,N907WA,CESSNA,172,No,1.0,Reciprocating,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots improper landing flare in gusting crosswind conditions, which resulted in a hard landing. 
",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170112X95658,Accident,ERA17WA084,2017-01-08,"Tirua, Chile",Chile,SCQK,Aeropuerto de Tirua,Fatal,Destroyed,Airplane,CC-CMP,CESSNA,172,No,1.0,Unknown,,Unknown,,4.0,0.0,0.0,0.0,IMC,Unknown,,25-09-2020,4.0,4.0,1.0,True,4.0,1.0,True
20170113X00618,Accident,CEN17LA076,2017-01-11,"Green Bay, WI",United States,GRB,GREEN BAY-AUSTIN STRAUBEL INTL,Non-Fatal,Substantial,Airplane,C-GTBI,Cessna,182T,No,1.0,Reciprocating,,Business,,0.0,0.0,0.0,1.0,VMC,Unknown,"The airplanes encounter with unforecast icing conditions, which led to structural icing that obscured the pilots vision, an aerodynamic stall, and a subsequent hard landing.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20170126X62657,Accident,CEN17WA087,2017-01-11,"Gardermoen, Norway",Norway,,,Non-Fatal,Substantial,Airplane,LN-IDB,CESSNA,560,No,1.0,Unknown,,Unknown,,0.0,0.0,0.0,2.0,Unknown,Unknown,,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
